#{"t_start": 1742794612.7253919, "env_id": "None"}
r,l,t
570.111111,9,84.066808
669.111111,9,84.125964
571.111111,9,84.197375
561.777778,9,84.24781
657.0,10,84.30511
654.47619,7,84.349829
633.939394,11,84.412959
631.111111,9,84.464181
626.777778,9,84.515529
640.777778,9,84.563853
579.333333,12,84.635686
620.444444,9,84.689599
615.272727,11,84.751858
628.444444,9,84.798136
671.944444,9,84.84896
644.606061,11,84.918349
644.666667,10,84.976162
673.777778,9,85.025245
684.444444,9,85.077057
600.111111,9,85.132924
758.47619,7,85.170903
644.111111,9,85.224767
572.777778,9,85.27473
759.0,6,85.309623
643.444444,9,85.364854
605.777778,9,85.419009
582.777778,9,85.47541
587.777778,9,85.521842
641.444444,9,85.575555
618.111111,9,85.622981
596.833333,8,85.672334
598.777778,9,85.718411
679.777778,9,85.775967
612.439394,11,85.846589
602.111111,9,85.918844
672.166667,8,85.970955
671.5,8,86.0149
685.833333,8,86.065754
634.277778,9,86.118886
599.166667,10,86.185843
808.666667,6,86.224473
595.666667,12,86.297875
620.111111,9,86.353598
655.272727,11,86.419717
626.777778,9,86.475113
637.111111,9,86.535425
663.777778,9,86.586057
663.111111,9,86.638885
633.111111,9,86.687711
656.444444,9,86.741513
778.666667,6,86.77491
787.0,6,86.814597
673.611111,9,86.863079
704.142857,7,86.909087
638.777778,9,86.962204
652.47619,7,87.001214
743.142857,7,87.043342
779.0,6,87.087314
706.47619,7,87.129912
801.0,6,87.16685
677.833333,8,87.218673
731.809524,7,87.266086
660.111111,9,87.322221
660.277778,9,87.399105
642.777778,9,87.507776
672.777778,9,87.561059
690.809524,7,87.618793
713.666667,6,87.65209
705.166667,8,87.700662
730.142857,7,87.739971
702.142857,7,87.784272
624.111111,9,87.84211
730.47619,7,87.884875
707.833333,8,87.930528
759.0,6,87.968918
628.666667,10,88.029939
752.666667,6,88.068949
660.111111,9,88.116719
715.666667,6,88.159052
700.777778,9,88.207448
603.311111,9,88.264464
664.166667,8,88.314479
696.777778,9,88.369056
720.166667,8,88.416065
680.444444,9,88.468151
671.166667,8,88.518025
614.111111,9,88.569881
798.0,6,88.611046
710.809524,7,88.650042
672.111111,9,88.703061
682.166667,8,88.750481
552.058824,17,88.853052
679.809524,7,88.889065
652.111111,9,88.967594
670.777778,9,89.021702
743.142857,7,89.064883
714.166667,8,89.114475
584.666667,12,89.182527
